"Exp","Site","Hole","Latitude_DD","Longitude_DD","Water depth (m)","Penetration DSF (m)","Cored interval (m)","Recovered length (m)","Recovery (%)","Drilled interval (m)","Drilled interval (no.)","Total cores (no.)","APC cores (no.)","HLAPC cores (no.)","XCB cores (no.)","RCB cores (no.)","Other cores (no.)","Date started (UTC)","Date finished (UTC)","Time on hole (days)","Comments","Latitude","Longitude","program"
"361","U1479","G",-35.0588166666667,17.4008216666667,2612.46,9.3,9.3,9.29,99.89,NA,0,1,1,0,0,0,0,"2016-03-28 23:50:00","2016-03-29 00:50:00",0.04,NA,"35 03.5290 S","17 24.0493 E","IODP"
"361","U1479","H",-35.058815,17.400815,2613.16,85.6,81.6,70.75,86.7,4,1,9,9,0,0,0,0,"2016-03-29 00:50:00","2016-03-29 09:30:00",0.36,NA,"35 03.5289 S","17 24.0489 E","IODP"
"361","U1479","I",-35.05881,17.4008216666667,2613.36,69.5,34.8,21.79,62.61,34.7,1,4,4,0,0,0,0,"2016-03-29 09:30:00","2016-03-29 16:15:00",0.28,NA,"35 03.5286 S","17 24.0493 E","IODP"
"364","E77","A",21.45015,-89.9493666666667,NA,828.99,828.99,839.3415,101.25,NA,0,303,0,0,0,303,0,"2016-04-07","2016-05-31",54,"ECORD Exp.  Not JR","21 27.009 N","89 56.962 W","IODP"
"362T","U1473","A",-32.7060366666667,57.2781333333333,710.35,19.7,19.7,16.91,85.84,NA,0,5,0,0,0,4,1,"2016-07-12 08:00:00","2016-07-21 09:00:00",9.04,"Reoccupy hole for fishing/cleanout","32 42.3622 S","57 16.6880 E","IODP"
"362","U1480","A",3.03407833333333,91.6058016666667,4147.53,6,6,5.94,99,NA,0,1,1,0,0,0,0,"2016-08-11 23:15:00","2016-08-12 18:35:00",0.81,"Depth offset from Hole U1480E","03 2.0447 N","91 36.3481 E","IODP"
"362","U1480","B",3.03406166666667,91.606005,4147.54,9.5,9.5,9.95,104.74,NA,0,1,1,0,0,0,0,"2016-08-12 18:35:00","2016-08-12 20:15:00",0.07,"Depth offset from Hole U1480E","03 2.0437 N","91 36.3603 E","IODP"
"362","U1480","C",3.033895,91.6060216666667,4147.54,9.5,9.5,9.68,101.89,NA,0,1,1,0,0,0,0,"2016-08-12 20:15:00","2016-08-12 21:40:00",0.06,"Depth offset from Hole U1480E","03 2.0337 N","91 36.3613 E","IODP"
"362","U1480","D",3.03388333333333,91.6058266666667,4147.54,9.5,9.5,9.91,104.32,NA,0,1,1,0,0,0,0,"2016-08-12 21:40:00","2016-08-12 23:10:00",0.06,"Depth offset from Hole U1480E","03 2.0330 N","91 36.3496 E","IODP"
"362","U1480","E",3.03390166666667,91.60563,4147.54,99.7,99.7,97.64,97.93,NA,0,12,12,0,0,0,0,"2016-08-12 23:10:00","2016-08-14 08:40:00",1.4,NA,"03 2.0341 N","91 36.3378 E","IODP"
"362","U1480","F",3.03408,91.605625,4147.51,815,672,249.35,37.11,143,10,88,7,31,50,0,0,"2016-08-14 08:40:00","2016-08-21 00:40:00",6.67,"Depth offset from Hole U1480E","03 2.0448 N","91 36.3375 E","IODP"
"362","U1480","G",3.03425,91.6056166666667,4147.47,1431.6,672,329.16,48.98,759.6,1,72,0,0,0,72,0,"2016-08-21 00:40:00","2016-09-05 22:10:00",15.9,"Reentry system to ~755 mbsf","03 2.0550 N","91 36.3370 E","IODP"
"362","U1480","H",3.03425833333333,91.6058033333333,4147.28,129.4,124.4,115.97,93.22,5,1,16,16,0,0,0,0,"2016-09-05 22:10:00","2016-09-07 19:12:00",1.88,NA,"03 2.0555 N","91 36.3482 E","IODP"
"362","U1481","A",2.75476833333333,91.7596183333333,4178.32,1500,350.3,219.8,62.75,1149.7,3,37,0,0,0,37,0,"2016-09-21 06:19:00","2016-10-02 00:30:00",10.76,"Drill in reentry system to 734.14","02 45.2861 N","91 45.5771 E","IODP"
"363","U1482","A",-15.0553783333333,120.435081666667,1467.7,490,490,505.88,103.24,NA,0,58,37,8,13,0,0,"2016-10-16 07:30:00","2016-10-19 08:10:00",3.03,NA,"15 3.3227 S","120 26.1049 E","IODP"
"363","U1482","B",-15.0552366666667,120.43498,1464.49,366.6,349.1,365.82,104.79,17.5,5,40,35,5,0,0,0,"2016-10-19 08:10:00","2016-10-20 16:00:00",1.33,NA,"15 3.3142 S","120 26.0988 E","IODP"
"363","U1482","C",-15.0554966666667,120.435225,1465.19,534.1,517.1,535.86,103.63,17,4,56,34,0,22,0,0,"2016-10-20 16:00:00","2016-10-24 15:00:00",3.96,NA,"15 3.3298 S","120 26.1135 E","IODP"
"363","U1482","D",-15.0555083333333,120.434866666667,1466.13,213,80.4,82.77,102.95,132.6,1,9,9,0,0,0,0,"2016-10-24 15:00:00","2016-10-25 10:00:00",0.79,NA,"15 3.3305 S","120 26.0920 E","IODP"
"363","U1483","A",-13.0873033333333,121.80404,1732.93,293.3,293.3,308.58,105.21,NA,0,31,31,0,0,0,0,"2016-10-25 22:30:00","2016-10-27 16:50:00",1.76,NA,"13 05.2382 S","121 48.2424 E","IODP"
"363","U1483","B",-13.087285,121.80423,1734.01,287,287,301.62,105.09,NA,0,31,31,0,0,0,0,"2016-10-27 16:50:00","2016-10-28 18:10:00",1.06,NA,"13 05.2371 S","121 48.2538 E","IODP"
"363","U1483","C",-13.087465,121.804228333333,1731.19,284.8,281.8,292.42,103.77,3,1,30,30,0,0,0,0,"2016-10-28 18:10:00","2016-10-30",1.24,NA,"13 05.2479 S","121 48.2537 E","IODP"
"363","U1484","A",-3.13204666666667,142.782831666667,1030.93,223.2,223.2,220.6,98.84,NA,0,27,21,6,0,0,0,"2016-11-06 12:45:00","2016-11-07 17:55:00",1.22,NA,"03 07.9228 S","142 46.9699 E","IODP"
"363","U1484","B",-3.13203833333333,142.783015,1030.48,222.9,220.9,220.51,99.82,2,1,30,17,13,0,0,0,"2016-11-07 17:55:00","2016-11-08 22:50:00",1.2,NA,"03 07.9223 S","142 46.9809 E","IODP"
"363","U1484","C",-3.132225,142.783036666667,1030.77,221.4,219.4,225.46,102.76,2,1,31,17,14,0,0,0,"2016-11-08 22:50:00","2016-11-09 23:45:00",1.04,NA,"03 07.9335 S","142 46.9822 E","IODP"
"363","U1485","A",-3.10264166666667,142.792916666667,1144.75,300.8,300.8,312.36,103.84,NA,0,44,20,24,0,0,0,"2016-11-09 23:45:00","2016-11-11 12:10:00",1.52,NA,"03 06.1585 S","142 47.5750 E","IODP"
"363","U1485","B",-3.10264,142.79309,1145.34,297.7,295.7,291.18,98.47,2,1,46,20,26,0,0,0,"2016-11-11 12:10:00","2016-11-12 21:25:00",1.39,NA,"03 06.1584 S","142 47.5854 E","IODP"
"363","U1485","C",-3.10262333333333,142.793318333333,1145.83,27.5,27.5,29.35,106.73,NA,0,3,3,0,0,0,0,"2016-11-12 21:25:00","2016-11-13 02:55:00",0.23,NA,"03 06.1574 S","142 47.5991 E","IODP"
"363","U1485","D",-3.10262333333333,142.793111666667,1144.43,63.9,62.9,68.22,108.46,1,1,7,7,0,0,0,0,"2016-11-13 02:55:00","2016-11-13 13:30:00",0.44,NA,"03 06.1574 S","142 47.5867 E","IODP"
"363","U1486","A",-2.37229166666667,144.601326666667,1330.33,9.5,9.5,9.95,104.74,NA,0,1,1,0,0,0,0,"2016-11-13 23:21:00","2016-11-14 06:00:00",0.28,NA,"02 22.3375 S","144 36.0796 E","IODP"
"363","U1486","B",-2.37228,144.601323333333,1333.83,211.2,211.2,215.49,102.03,NA,0,23,23,0,0,0,0,"2016-11-14 06:00:00","2016-11-15 02:50:00",0.87,NA,"02 22.3368 S","144 36.0794 E","IODP"
"363","U1486","C",-2.37246333333333,144.60133,1334.5,201.3,197.3,172.7,87.53,4,2,21,21,0,0,0,0,"2016-11-15 02:50:00","2016-11-16 00:10:00",0.89,NA,"02 22.3478 S","144 36.0798 E","IODP"
"363","U1486","D",-2.37247333333333,144.60115,1334.1,186.5,162.7,166.53,102.35,23.8,1,18,18,0,0,0,0,"2016-11-16 00:10:00","2016-11-17 00:18:00",1.01,NA,"02 22.3484 S","144 36.0690 E","IODP"
"363","U1487","A",-2.33329833333333,144.819378333333,873.93,144.2,144.2,146.43,101.55,NA,0,16,16,0,0,0,0,"2016-11-17 01:45:00","2016-11-17 20:40:00",0.79,NA,"02 19.9979 S","144 49.1627 E","IODP"
"363","U1487","B",-2.33329166666667,144.819576666667,873.63,144.3,144.3,148.73,103.07,NA,0,18,14,4,0,0,0,"2016-11-17 20:40:00","2016-11-18 12:15:00",0.65,NA,"02 19.9975 S","144 49.1746 E","IODP"
"363","U1488","A",2.04315166666667,141.754773333333,2603.4,314.5,314.5,327.2,104.04,NA,0,35,32,3,0,0,0,"2016-11-19 18:00:00","2016-11-21 15:20:00",1.89,NA,"02 02.5891 N","141 45.2864 E","IODP"
"363","U1488","B",2.04316833333333,141.754943333333,2604.4,304.9,304.9,315.77,103.57,NA,0,33,33,0,0,0,0,"2016-11-21 15:20:00","2016-11-23 01:40:00",1.43,NA,"02 02.5901 N","141 45.2966 E","IODP"
"363","U1488","C",2.04298833333333,141.754956666667,2604,159.3,159.3,153.6,96.42,NA,0,17,17,0,0,0,0,"2016-11-23 01:40:00","2016-11-24 00:30:00",0.95,NA,"02 02.5793 N","141 45.2974 E","IODP"
"363","U1489","A",2.11996,141.027756666667,3419.8,9.5,9.5,9.53,100.32,NA,0,1,1,0,0,0,0,"2016-11-24 04:42:00","2016-11-24 15:15:00",0.44,NA,"02 07.1976 N","141 01.6654 E","IODP"
"363","U1489","B",2.11997333333333,141.027928333333,3419.5,129.2,129.2,120.66,93.39,NA,0,14,14,0,0,0,0,"2016-11-24 15:15:00","2016-11-25 13:55:00",0.94,NA,"02 07.1984 N","141 01.6757 E","IODP"
"363","U1489","C",2.11962,141.02791,3423.68,385.6,385.6,376.35,97.6,NA,0,42,29,2,11,0,0,"2016-11-25 13:55:00","2016-11-27 19:00:00",2.21,NA,"02 07.1772 N","141 01.6746 E","IODP"
"363","U1489","D",2.11960166666667,141.027751666667,3421.55,385.6,238.8,229.24,96,146.8,1,26,14,0,12,0,0,"2016-11-27 19:00:00","2016-11-29 16:12:00",1.88,NA,"02 07.1761 N","141 01.6651 E","IODP"
"363","U1490","A",5.81582,142.654331666667,2341.03,382.8,382.8,367.35,95.96,NA,0,44,27,4,13,0,0,"2016-11-30 14:00:00","2016-12-02 16:55:00",2.12,NA,"05 48.9492 N","142 39.2599 E","IODP"
"363","U1490","B",5.815845,142.654496666667,2339.72,262.9,258.9,267.6,103.36,4,2,31,24,7,0,0,0,"2016-12-02 16:55:00","2016-12-04 00:40:00",1.32,NA,"05 48.9507 N","142 39.2698 E","IODP"
"363","U1490","C",5.81564166666667,142.654483333333,2341.27,170,164,168.24,102.59,6,2,18,18,0,0,0,0,"2016-12-04 00:40:00","2016-12-05 19:42:00",1.79,NA,"05 48.9385 N","142 39.2690 E","IODP"
"366","1200","C",13.78454,146.002861666667,2932.16,NA,NA,NA,0,NA,0,0,0,0,0,0,0,"2016-12-13 06:24:00","2016-12-14 11:15:00",1.2,"CORK recovery operation","13 47.0724 N","146 0.1717 E","IODP"
"366","U1491","A",15.7852916666667,147.141515,4493.68,1.3,1.3,1.32,101.54,NA,0,1,1,0,0,0,0,"2016-12-15 01:30:00","2016-12-15 21:00:00",0.81,"Material recovered from inside BHA as a result of attempting to tag sea floor - multiple mudlines recovered","15 47.1175 N","147 08.4909 E","IODP"
"366","U1491","B",15.7852933333333,147.141513333333,4492.48,19.4,19.4,18.98,97.84,NA,0,5,5,0,0,0,0,"2016-12-15 21:00:00","2016-12-16 13:23:00",0.68,"1st APC barrel pre-stroked on impact & did not pressure up. Result was core inside barrel was called mudline core","15 47.1176 N","147 08.4908 E","IODP"
"366","U1491","C",15.7865666666667,147.140198333333,4518.88,34.2,34.2,23.08,67.49,NA,0,9,2,6,1,0,0,"2016-12-16 13:23:00","2016-12-17 21:30:00",1.34,"Offset 200m NW from previous hole","15 47.1940 N","147 08.4119 E","IODP"
"366","U1492","A",15.7112916666667,147.176671666667,3656.58,38.3,38.3,38.49,100.5,NA,0,9,2,7,0,0,0,"2016-12-17 21:30:00","2016-12-19 14:45:00",1.72,"Offset 200m north of site coordinates","15 42.6775 N","147 10.6003 E","IODP"
"366","U1492","B",15.71036,147.176685,3669.1,51.4,51.4,52.03,101.23,NA,0,13,1,12,0,0,0,"2016-12-19 14:45:00","2016-12-21 01:00:00",1.43,"Offset 100m north of site coordinates","15 42.6216 N","147 10.6011 E","IODP"
"366","U1492","C",15.7093166666667,147.176668333333,3666.47,139.1,139.1,71.35,51.29,NA,0,30,1,25,4,0,1,"2016-12-21 01:00:00","2016-12-24 09:35:00",3.36,"Offset 20m south of site coordinates","15 42.5590 N","147 10.6001 E","IODP"
"366","U1492","D",15.70949,147.176651666667,3666.44,NA,NA,NA,0,NA,0,0,0,0,0,0,0,"2016-12-24 09:35:00","2017-01-03 04:30:00",9.79,"Reentry/Casing Installation at site coordinates","15 42.5694 N","147 10.5991 E","IODP"
"366","U1493","A",17.9861133333333,147.100095,3358.92,0.1,0.1,0.09,90,NA,0,1,1,0,0,0,0,"2017-01-03 17:42:00","2017-01-04 05:45:00",0.5,"Missed mudline/recovered mud sample in core catcher","17 59.1668 N","147 06.0057 E","IODP"
"366","U1493","B",17.9861083333333,147.1001,3358.92,32.6,32.6,19.03,58.37,NA,0,9,0,6,3,0,0,"2017-01-04 05:45:00","2017-01-05 16:12:00",1.44,NA,"17 59.1665 N","147 06.0060 E","IODP"
"366","U1494","A",18.0514933333333,147.100005,2199.8,39,39,27.99,71.77,NA,0,10,0,8,2,0,1,"2017-01-05 20:48:00","2017-01-06 21:36:00",1.03,NA,"18 3.0896 N","147 6.0003 E","IODP"
"366","U1495","A",18.0944883333333,147.100006666667,1405.81,10.7,10.7,4.84,45.23,NA,0,3,0,3,0,0,2,"2017-01-06 11:36:00","2017-01-07 02:30:00",0.62,NA,"18 05.6693 N","147 06.0004 E","IODP"
"366","U1495","B",18.0946466666667,147.099835,1401.89,10.8,10.8,10.18,94.26,NA,0,4,0,4,0,0,2,"2017-01-07 02:30:00","2017-01-10 10:54:00",3.35,NA,"18 05.6788 N","147 05.9901 E","IODP"
"366","U1496","A",18.1098933333333,147.101665,1243.38,44.8,42.8,38.36,89.63,2,1,10,0,9,1,0,1,"2017-01-07 15:14:00","2017-01-08 07:00:00",0.66,NA,"18 6.5936 N","147 6.0999 E","IODP"
"366","U1496","B",18.1103416666667,147.101663333333,1240.18,36,30,22.08,73.6,6,1,9,0,8,1,0,0,"2017-01-08 07:00:00","2017-01-09 05:40:00",0.94,NA,"18 6.6205 N","147 6.0998 E","IODP"
"366","U1496","C",18.1101133333333,147.101668333333,1243.17,105,105,8.52,8.11,NA,0,11,0,0,0,11,2,"2017-01-09 05:40:00","2017-01-13 00:30:00",3.78,NA,"18 06.6068 N","147 06.1001 E","IODP"
"366","U1497","A",16.53756,147.22107,2019.24,34.2,34.2,22.47,65.7,NA,0,9,0,7,2,0,4,"2017-01-13 23:30:00","2017-01-14 04:14:00",0.2,NA,"16 32.2536 N","147 13.2642 E","IODP"
"366","U1497","B",16.5375466666667,147.22101,2018.22,23.8,23.8,19.91,83.66,NA,0,6,0,6,0,0,1,"2017-01-14 04:14:00","2017-01-14 17:40:00",0.56,NA,"16 32.2528 N","147 13.2606 E","IODP"
"366","U1497","C",16.5375066666667,147.220833333333,2018.3,NA,NA,NA,0,NA,0,0,0,0,0,0,0,"2017-01-14 17:40:00","2017-01-15 03:40:00",0.42,NA,"16 32.2504 N","147 13.2500 E","IODP"
"366","U1497","D",16.53758,147.221035,2018.8,NA,NA,NA,0,NA,0,0,0,0,0,0,0,"2017-01-15 03:40:00","2017-01-23 03:40:00",8,NA,"16 32.2548 N","147 13.2621 E","IODP"
"366","U1498","A",16.4514966666667,147.16417,3496.21,181.6,181.6,20.59,11.34,NA,0,19,0,0,0,19,0,"2017-01-23 13:00:00","2017-01-25 09:30:00",1.85,"Difficulty locating the sea floor","16 27.0898 N","147 09.8502 E","IODP"
"366","U1498","B",16.4561933333333,147.16861,3284.7,260,260,82.82,31.85,NA,0,27,0,0,0,27,0,"2017-01-25 09:30:00","2017-01-30 05:30:00",4.83,"Deployed VIT to observe sea floor tag","16 27.3716 N","147 10.1166 E","IODP"
"367","U1499","A",18.4094966666667,115.859801666667,3760.19,659.2,659.2,417.05,63.27,NA,0,71,18,0,53,0,0,"2017-02-14 08:15:00","2017-02-21 12:15:00",7.17,NA,"18 24.5698 N","115 51.5881 E","IODP"
"367","U1499","B",18.4095083333333,115.859983333333,3758.09,1081.8,426.8,150.64,35.3,655,1,44,0,0,0,44,0,"2017-02-21 12:15:00","2017-03-08 10:30:00",14.93,"Bit and BHA in database are for coring","18 24.5705 N","115 51.5990 E","IODP"
"367","U1500","A",18.3046033333333,116.21986,3801.69,854.6,329.8,93.55,28.37,524.8,2,34,0,0,0,34,0,"2017-03-08 10:30:00","2017-03-13 22:40:00",5.51,NA,"18 18.2762  N","116 13.1916 E","IODP"
"367","U1500","B",18.3045116666667,116.219918333333,3801.61,1529,683,278.79,40.82,846,1,81,0,0,0,81,1,"2017-03-13 22:40:00",NA,NA,"Reentry system to 842 mbsf","18 18.2707 N","116 13.1951 E","IODP"
"368","U1501","A",18.88487,115.765805,2857.11,9.5,9.5,9.73,102.42,NA,0,1,1,0,0,0,0,"2017-04-15 00:30:00","2017-04-15 16:25:00",0.66,"Missed Mudline","18 53.0922 N","115 45.9483 E","IODP"
"368","U1501","B",18.88487,115.765805,2852.11,9.5,9.5,9.83,103.47,NA,0,1,1,0,0,0,0,"2017-04-15 16:25:00","2017-04-15 17:30:00",0.05,"Missed Mudline","18 53.0922 N","115 45.9483 E","IODP"
"368","U1501","C",18.884865,115.765808333333,2845.81,461.9,461.9,444.77,96.29,NA,0,62,17,22,23,0,0,"2017-04-15 17:30:00","2017-04-19 06:15:00",3.53,NA,"18 53.0919 N","115 45.9485 E","IODP"
"368","U1501","D",18.8848816666667,115.765616666667,2845.82,644.3,210.8,78.77,37.37,433.5,1,26,0,0,0,26,0,"2017-04-19 06:20:00","2017-04-24 10:00:00",5.15,"Drill down to ~440 mbsf","18 53.0929 N","115 45.9370 E","IODP"
"368","U1502","A",18.4645333333333,116.230635,3763.72,758.2,383.2,176.81,46.14,375,1,40,0,0,0,40,0,"2017-04-24 14:15:00","2017-04-29 19:30:00",5.22,"Camera down to observe S/F tag","18 27.8720 N","116 13.8381 E","IODP"
"368","U1502","B",18.4646633333333,116.230681666667,3763.58,920.8,193.1,131.57,68.14,727.7,1,36,0,0,0,36,0,"2017-04-29 19:30:00","2017-05-13 20:50:00",14.06,"Drill in casing to 723.7 mbsf","18 27.8798 N","116 13.8409 E","IODP"
"368","U1503","A",18.1438333333333,116.314093333333,3867.71,995.1,NA,NA,0,995.1,2,0,0,0,0,0,0,"2017-05-14 04:30:00","2017-05-26 01:30:00",11.88,"Casing set to 991.5 mbsf","18 8.6300 N","116 18.8456 E","IODP"
"368","U1504","A",18.848665,116.242328333333,2816.57,165.5,165.5,52.93,31.98,NA,0,21,0,0,0,21,0,"2017-05-26 06:30:00","2017-05-28 10:30:00",2.17,NA,"18 50.9199 N","116 14.5397 E","IODP"
"368","U1504","B",18.8470216666667,116.243296666667,2842.97,200,111.8,21.48,19.21,88.2,1,19,0,0,0,19,0,"2017-06-03 20:00:00","2017-06-07 04:00:00",3.33,NA,"18 50.8213 N","116 14.5978 E","IODP"
"368","U1505","A",18.9176,115.858948333333,2916.57,0.3,0.3,0.38,126.67,NA,0,1,1,0,0,0,0,"2017-05-28 13:45:00","2017-05-29 04:00:00",0.59,"Premature shear","18 55.0560 N","115 51.5369 E","IODP"
"368","U1505","B",18.9176033333333,115.85895,2918.57,3,3,3.23,107.67,NA,0,1,1,0,0,0,0,"2017-05-29 04:00:00","2017-05-29 05:00:00",0.04,"Mud line core only","18 55.0562 N","115 51.5370 E","IODP"
"368","U1505","C",18.9176166666667,115.859151666667,2917.37,480.2,480.2,480.15,99.99,NA,0,64,23,24,17,0,0,"2017-05-29 05:00:00","2017-06-02 12:00:00",4.29,NA,"18 55.0570 N","115 51.5491 E","IODP"
"368","U1505","D",18.91743,115.859168333333,2917,184.5,184.5,191.43,103.76,NA,0,20,20,0,0,0,0,"2017-06-02 12:00:00","2017-06-03 16:45:00",1.2,NA,"18 55.0458 N","115 51.5501 E","IODP"
"371","U1506","A",-28.6619666666667,161.7404,1494.91,306.1,306.1,192.48,62.88,NA,0,36,0,0,0,36,0,"2017-08-03 09:48:00","2017-08-05 19:35:00",2.41,NA,"28 39.7180 S","161 44.4240 E","IODP"
"371","U1507","A",-26.4885966666667,166.528398333333,3568.38,425.4,425.4,352.7,82.91,NA,0,46,26,0,20,0,0,"2017-08-06 12:25:00","2017-08-09 23:40:00",3.47,NA,"26 29.3158 S","166 31.7039 E","IODP"
"371","U1507","B",-26.4885966666667,166.528591666667,3568.34,864.4,488.4,371.53,76.07,376,1,52,0,0,0,52,0,"2017-08-09 23:40:00","2017-08-18 01:50:00",8.09,NA,"26 29.3158 S","166 31.7155 E","IODP"
"371","U1508","A",-34.44817,171.343455,1608.69,210.3,210.3,201.13,95.64,NA,0,23,23,0,0,0,0,"2017-08-20 13:42:00","2017-08-22 01:20:00",1.48,NA,"34 26.8902 S","171 20.6073 E","IODP"
"371","U1508","B",-34.4482916666667,171.343316666667,1608.61,503.4,316.7,133.29,42.09,186.7,1,37,0,0,0,37,0,"2017-08-22 01:20:00","2017-08-24 03:20:00",2.08,NA,"34 26.8975 S","171 20.5990 E","IODP"
"371","U1508","C",-34.448175,171.343148333333,1608.57,704.5,283.8,184.84,65.13,420.7,3,35,0,0,0,35,0,"2017-08-26 19:12:00","2017-08-31 20:09:00",5.04,NA,"34 26.8905 S","171 20.5889 E","IODP"
"371","U1509","A",-34.6521866666667,165.827665,2910.92,690.7,690.7,462.84,67.01,NA,0,74,0,0,0,74,0,"2017-09-01 20:00:00","2017-09-07 03:34:00",5.32,NA,"34 39.1312 S","165 49.6599 E","IODP"
"371","U1510","A",-36.328975,164.5587,1238.22,483.4,483.4,255.85,52.93,NA,0,52,17,0,35,0,0,"2017-09-11 22:36:00","2017-09-14 10:35:00",2.5,NA,"36 19.7385 S","164 33.5220 E","IODP"
"371","U1510","B",-36.3289866666667,164.558911666667,1238.39,66.3,66.3,64.66,97.53,NA,0,7,7,0,0,0,0,"2017-09-14 10:35:00","2017-09-14 21:15:00",0.44,NA,"36 19.7392 S","164 33.5347 E","IODP"
"371","U1511","A",-37.5611083333333,160.315633333333,4846.67,26.6,26.6,7.86,29.55,NA,0,3,0,0,0,3,0,"2017-09-16 02:34:00","2017-09-16 21:45:00",0.8,NA,"37 33.6665 S","160 18.9380 E","IODP"
"371","U1511","B",-37.5610933333333,160.315631666667,4846.63,566.2,431.4,279.16,64.71,134.8,2,45,0,0,0,45,0,"2017-09-17 14:45:00","2017-09-22 05:30:00",4.61,NA,"37 33.6656 S","160 18.9379 E","IODP"
"369","U1512","A",-34.0273433333333,127.962675,3070.87,700.8,700.8,631.86,90.16,NA,0,73,0,0,0,73,0,"2017-10-06 21:30:00","2017-10-14 14:55:00",7.73,"Approved depth extended to 690 mbsf","34 01.6406  S","127 57.7605 E","IODP"
"369","U1513","A",-33.7934733333333,112.485563333333,2789.19,292.5,292.5,170.6,58.32,NA,0,50,8,7,35,0,0,"2017-10-18 06:45:00","2017-10-23 04:10:00",4.89,NA,"33 47.6084 S","112 29.1338 E","IODP"
"369","U1513","B",-33.7934783333333,112.485785,2787.22,98.6,98.6,102.06,103.51,NA,0,14,8,6,0,0,0,"2017-10-23 04:10:00","2017-10-23 22:25:00",0.76,NA,"33 47.6087 S","112 29.1471 E","IODP"
"369","U1513","C",-33.79365,112.48578,2788.32,17.1,17.1,17.37,101.58,NA,0,2,2,0,0,0,0,"2017-10-23 22:25:00","2017-10-24 08:45:00",0.43,NA,"33 47.6190 S","112 29.1468 E","IODP"
"369","U1513","D",-33.79366,112.485565,2788.92,757.4,662.4,437.05,65.98,95,1,74,0,0,0,74,0,"2017-10-24 08:45:00","2017-11-01 17:30:00",8.36,NA,"33 47.6196 S","112 29.1339 E","IODP"
"369","U1513","E",-33.79365,112.48534,2788.62,774,67.2,49.99,74.39,706.8,2,7,0,0,0,7,0,"2017-11-19 19:10:00","2017-11-24 21:25:00",5.09,NA,"33 47.6190 S","112 29.1204 E","IODP"
"369","U1514","A",-33.1205333333333,113.09112,3838.2,255.6,255.6,255.2,99.84,NA,0,31,19,5,7,0,0,"2017-11-02","2017-11-04 12:15:00",2.51,NA,"33 7.232  S","113  5.4672 E","IODP"
"369","U1514","B",-33.1205583333333,113.09133,3838.72,15.1,15.1,15.45,102.32,NA,0,2,2,0,0,0,0,"2017-11-04 12:15:00","2017-11-05 01:30:00",0.55,NA,"33 7.2335 S","113 5.4798 E","IODP"
"369","U1514","C",-33.1207383333333,113.091331666667,3838.79,516.8,321.2,247.48,77.05,195.6,1,34,0,0,0,34,0,"2017-11-05 01:30:00","2017-11-09 09:35:00",4.34,NA,"33 7.2443 S","113 5.4799 E","IODP"
"369","U1515","A",-33.2698166666667,114.322776666667,849.7,517.1,517.1,93.62,18.1,NA,0,55,0,0,0,55,0,"2017-11-09 16:00:00","2017-11-13 05:50:00",3.58,NA,"33  16.1890 S","114  19.3666 E","IODP"
"369","U1516","A",-34.348615,112.799255,2676.46,223.6,223.6,233.26,104.32,NA,0,29,20,9,0,0,0,"2017-11-13 17:48:00","2017-11-15 09:25:00",1.65,NA,"34 20.9169 S","112 47.9553 E","IODP"
"369","U1516","B",-34.348625,112.799473333333,2676.42,16.2,16.2,16.81,103.77,NA,0,2,2,0,0,0,0,"2017-11-15 09:25:00","2017-11-15 19:45:00",0.43,NA,"34 20.9175 S","112 47.9684 E","IODP"
"369","U1516","C",-34.3487866666667,112.799518333333,2676.62,541.6,345.6,208.33,60.28,196,1,40,0,0,0,40,0,"2017-11-15 19:45:00","2017-11-18 11:50:00",2.67,NA,"34 20.9272 S","112 47.9711 E","IODP"
"369","U1516","D",-34.348795,112.799288333333,2676.62,477.6,19.6,18.55,94.64,458,1,4,0,0,0,4,0,"2017-11-18 11:50:00","2017-11-19 14:55:00",1.13,NA,"34 20.9277 S","112 47.9573 E","IODP"
"372","U1517","A",-38.8295366666667,178.475956666667,725.42,205,NA,NA,0,205,1,0,0,0,0,0,0,"2017-12-15 12:30:00","2017-12-17 05:40:00",1.72,NA,"38 49.7722 S","178 28.5574 E","IODP"
"372","U1517","B",-38.8297033333333,178.476053333333,720.31,9.4,9.4,9.4,100,NA,0,1,1,0,0,0,0,"2017-12-17 05:40:00","2017-12-17 13:00:00",0.31,NA,"38 49.7822 S","178 28.5632 E","IODP"
"372","U1517","C",-38.8297,178.476055,721.01,188.5,188.5,177.44,94.13,NA,0,36,6,30,0,0,0,"2017-12-17 13:00:00","2017-12-19 00:30:00",1.48,NA,"38 49.7820 S","178 28.5633 E","IODP"
"372","U1517","D",-38.8296083333333,178.476,720.88,168.7,NA,NA,0,168.7,4,0,0,0,0,0,0,"2017-12-31 10:30:00",NA,NA,NA,"38 49.7765 S","178 28.560 E","IODP"
"372","U1518","A",-38.8589466666667,178.89601,2636.41,117.8,NA,NA,0,117.8,1,0,0,0,0,0,0,"2017-12-19 03:30:00","2017-12-20 03:00:00",0.98,NA,"38 51.5368 S","178 53.7606 E","IODP"
"372","U1518","B",-38.8591266666667,178.896035,2634.61,600,NA,NA,0,600,1,0,0,0,0,0,0,"2017-12-21 03:00:00","2017-12-23 13:45:00",2.45,NA,"38 51.5476 S","178 53.7621 E","IODP"
