"Exp","Site","Hole","Latitude_DD","Longitude_DD","Water depth (m)","Penetration DSF (m)","Cored interval (m)","Recovered length (m)","Recovery (%)","Drilled interval (m)","Drilled interval (no.)","Total cores (no.)","APC cores (no.)","HLAPC cores (no.)","XCB cores (no.)","RCB cores (no.)","Other cores (no.)","Date started (UTC)","Date finished (UTC)","Time on hole (days)","Comments","Latitude","Longitude","program"
"9","76","A",-14.0983,-145.6607,NA,18.2,18.2,16.7,91.76,NA,0,2,0,0,0,2,0,"1997-10-23 09:20:00","1997-10-23 09:20:00",0,NA,"14 5.898 S","145 39.642 W","DSDP"
"9","77","*",0.4817,-133.2283,NA,1.1,1.1,1.2,109.09,NA,0,1,0,0,0,1,0,"1997-10-23 09:20:00","1997-10-23 09:20:00",0,NA,"0 28.902 N","133 13.698 W","DSDP"
"9","77","A",0.4817,-133.2283,NA,9.1,9.1,9.1,100,NA,0,1,0,0,0,1,0,"1997-10-23 09:20:00","1997-10-23 09:20:00",0,NA,"0 28.902 N","133 13.698 W","DSDP"
"9","77","B",0.4817,-133.2283,NA,466.1,463,434.55,93.86,3.1,1,53,0,0,0,53,0,"1997-10-23 09:20:00","1997-10-23 09:20:00",0,NA,"0 28.902 N","133 13.698 W","DSDP"
"9","77","C",0.4817,-133.2283,NA,9.2,9.2,9,97.83,NA,0,1,0,0,0,1,0,"1997-10-23 09:23:00","1997-10-23 09:23:00",0,NA,"0 28.902 N","133 13.698 W","DSDP"
"9","78","*",7.95,-127.3558,NA,320.4,320.4,301.28,94.03,NA,0,37,0,0,0,36,1,"1997-10-23 09:23:00","1997-10-23 09:23:00",0,NA,"7 57 N","127 21.348 W","DSDP"
"9","79","*",2.5503,-121.5667,NA,123.7,123.7,109.1,88.2,NA,0,16,0,0,0,16,0,"1997-10-23 09:26:00","1997-10-23 09:26:00",0,NA,"2 33.018 N","121 34.002 W","DSDP"
"9","79","A",2.5503,-121.5667,NA,36.5,36.5,34.5,94.52,NA,0,4,0,0,0,4,0,"1997-10-23 09:27:00","1997-10-23 09:27:00",0,NA,"2 33.018 N","121 34.002 W","DSDP"
"9","80","*",-0.962,-121.5537,NA,44,44,39.55,89.89,NA,0,6,0,0,0,6,0,"1997-10-23 09:27:00","1997-10-23 09:27:00",0,NA,"0 57.72 S","121 33.222 W","DSDP"
"9","80","A",-0.962,-121.5537,NA,45.5,45.5,45.46,99.91,NA,0,5,0,0,0,5,0,"1997-10-23 09:27:00","1997-10-23 09:27:00",0,NA,"0 57.72 S","121 33.222 W","DSDP"
"9","81","*",1.4415,-113.809,NA,39.7,39.7,38.4,96.73,NA,0,7,0,0,0,7,0,"1997-10-23 09:28:00","1997-10-23 09:28:00",0,NA,"1 26.49 N","113 48.54 W","DSDP"
"9","82","*",2.5913,-106.942,NA,55.3,55.3,45.8,82.82,NA,0,7,0,0,0,7,0,"1997-10-23 09:28:00","1997-10-23 09:28:00",0,NA,"2 35.478 N","106 56.52 W","DSDP"
"9","82","A",2.5913,-106.942,NA,27.6,27.6,26.4,95.65,NA,0,3,0,0,0,3,0,"1997-10-23 09:29:00","1997-10-23 09:29:00",0,NA,"2 35.478 N","106 56.52 W","DSDP"
"9","83","*",4.0467,-95.7375,NA,59.3,59.3,46.99,79.24,NA,0,8,0,0,0,8,0,"1997-10-23 09:29:00","1997-10-23 09:29:00",0,NA,"4 2.802 N","95 44.25 W","DSDP"
"9","83","A",4.0467,-95.7375,NA,144.3,144.3,141.2,97.85,NA,0,16,0,0,0,16,0,"1997-10-23 09:29:00","1997-10-23 09:29:00",0,NA,"4 2.802 N","95 44.25 W","DSDP"
"9","84","*",5.7487,-82.8882,NA,253.8,253.8,213.3,84.04,NA,0,30,0,0,0,30,0,"1997-10-23 09:30:00","1997-10-23 09:30:00",0,NA,"5 44.922 N","82 53.292 W","DSDP"
"10","85","*",22.8415,-91.4228,NA,212.6,38.6,34.98,90.62,174,5,5,0,0,0,5,0,"1997-10-23 09:31:00","1997-10-23 09:31:00",0,NA,"22 50.49 N","91 25.368 W","DSDP"
"10","85","A",22.8415,-91.4228,NA,302,39,0.5,1.28,263,2,2,0,0,0,2,0,"1997-10-23 09:32:00","1997-10-23 09:32:00",0,NA,"22 50.49 N","91 25.368 W","DSDP"
"10","86","*",22.8747,-90.9625,NA,691.1,102.6,42.6,41.52,588.5,11,14,0,0,0,14,0,"1997-10-23 09:32:00","1997-10-23 09:32:00",0,NA,"22 52.482 N","90 57.75 W","DSDP"
"10","87","*",23.015,-92.086,NA,700,9,2.5,27.78,691,2,1,0,0,0,1,0,"1997-10-23 09:32:00","1997-10-23 09:32:00",0,NA,"23 0.9 N","92 5.16 W","DSDP"
"10","88","*",21.3822,-94.0035,NA,135,32,33,103.13,103,3,5,0,0,0,5,0,"1997-10-23 09:32:00","1997-10-23 09:32:00",0,NA,"21 22.932 N","94 0.21 W","DSDP"
"10","89","*",20.8902,-95.1122,NA,380,35.5,26,73.24,344.5,5,6,0,0,0,6,0,"1997-10-23 09:32:00","1997-10-23 09:32:00",0,NA,"20 53.412 N","95 6.732 W","DSDP"
"10","90","*",23.7967,-94.7682,NA,768,86.5,57.5,66.47,681.5,11,13,0,0,0,13,0,"1997-10-23 09:32:00","1997-10-23 09:32:00",0,NA,"23 47.802 N","94 46.092 W","DSDP"
"10","91","*",23.7733,-93.3462,NA,899.6,208.6,149.99,71.9,691,10,25,0,0,0,25,0,"1997-10-23 09:33:00","1997-10-23 09:33:00",0,NA,"23 46.398 N","93 20.772 W","DSDP"
"10","92","*",25.8448,-91.8215,NA,282,74,39.9,53.92,208,6,11,0,0,0,11,0,"1997-10-23 09:33:00","1997-10-23 09:33:00",0,NA,"25 50.688 N","91 49.29 W","DSDP"
"10","93","*",22.6208,-91.4797,NA,1.5,1.5,1.7,113.33,NA,0,1,0,0,0,1,0,"1997-10-23 09:34:00","1997-10-23 09:34:00",0,NA,"22 37.248 N","91 28.782 W","DSDP"
"10","94","*",24.5273,-88.4693,NA,660.7,295.7,175.2,59.25,365,15,40,0,0,0,40,0,"1997-10-23 09:34:00","1997-10-23 09:34:00",0,NA,"24 31.638 N","88 28.158 W","DSDP"
"10","95","*",24.15,-86.3975,NA,463,170,118.1,69.47,293,10,22,0,0,0,22,0,"1997-10-23 09:35:00","1997-10-23 09:35:00",0,NA,"24 9 N","86 23.85 W","DSDP"
"10","96","*",23.7427,-85.7633,NA,332,38,27.6,72.63,294,4,5,0,0,0,5,0,"1997-10-23 09:36:00","1997-10-23 09:36:00",0,NA,"23 44.562 N","85 45.798 W","DSDP"
"10","97","*",23.8842,-84.4457,NA,337,59,35.9,60.85,278,6,12,0,0,0,12,0,"1997-10-23 09:36:00","1997-10-23 09:36:00",0,NA,"23 53.052 N","84 26.742 W","DSDP"
"11","100","*",24.6878,-73.7997,NA,93,93,29.4,31.61,NA,0,13,0,0,0,13,0,"1997-10-23 09:37:00","1997-10-23 09:37:00",0,NA,"24 41.268 N","73 47.982 W","DSDP"
"11","101","*",25.1988,-74.4385,NA,18,18,16.05,89.17,NA,0,2,0,0,0,2,0,"1997-10-23 09:37:00","1997-10-23 09:37:00",0,NA,"25 11.928 N","74 26.31 W","DSDP"
"11","101","A",25.1988,-74.4385,NA,89,89,23.5,26.4,NA,0,10,0,0,0,10,0,"1997-10-23 09:37:00","1997-10-23 09:37:00",0,NA,"25 11.928 N","74 26.31 W","DSDP"
"11","102","*",30.7322,-74.4523,NA,109,109,93.68,85.94,NA,0,19,0,0,0,19,0,"1997-10-23 09:37:00","1997-10-23 09:37:00",0,NA,"30 43.932 N","74 27.138 W","DSDP"
"11","103","*",30.4513,-74.5832,NA,62,62,39.2,63.23,NA,0,7,0,0,0,7,0,"1997-10-23 09:38:00","1997-10-23 09:38:00",0,NA,"30 27.078 N","74 34.992 W","DSDP"
"11","104","*",30.8275,-74.3273,NA,83,74,57.6,77.84,9,1,9,0,0,0,9,0,"1997-10-23 09:38:00","1997-10-23 09:38:00",0,NA,"30 49.65 N","74 19.638 W","DSDP"
"11","105","*",34.8953,-69.1733,NA,363,363,195.9,53.97,NA,0,43,0,0,0,43,0,"1997-10-23 09:39:00","1997-10-23 09:39:00",0,NA,"34 53.718 N","69 10.398 W","DSDP"
"11","106","*",36.4335,-69.4615,NA,48,39,21.5,55.13,9,1,5,0,0,0,5,0,"1997-10-23 09:41:00","1997-10-23 09:41:00",0,NA,"36 26.01 N","69 27.69 W","DSDP"
"11","106","B",36.4213,-69.4302,NA,46.5,46.5,33.4,71.83,NA,0,7,0,0,0,7,0,"1997-10-23 09:41:00","1997-10-23 09:41:00",0,NA,"36 25.278 N","69 25.812 W","DSDP"
"11","107","*",38.6598,-72.4753,NA,12,3,1.5,50,9,1,1,0,0,0,1,0,"1997-10-23 09:42:00","1997-10-23 09:42:00",0,NA,"38 39.588 N","72 28.518 W","DSDP"
"11","108","*",38.8045,-72.6535,NA,170,36,7.2,20,134,2,2,0,0,0,2,0,"1997-10-23 09:42:00","1997-10-23 09:42:00",0,NA,"38 48.27 N","72 39.21 W","DSDP"
"11","98","*",25.3825,-77.3113,NA,122,122,72.98,59.82,NA,0,15,0,0,0,15,0,"1997-10-23 09:36:00","1997-10-23 09:36:00",0,NA,"25 22.95 N","77 18.678 W","DSDP"
"11","99","A",23.6857,-73.8498,NA,79,53,28.75,54.25,26,4,10,0,0,0,10,0,"1997-10-23 09:37:00","1997-10-23 09:37:00",0,NA,"23 41.142 N","73 50.988 W","DSDP"
"12","111","*",50.4262,-46.3675,NA,249.5,48,15.92,33.17,201.5,3,7,0,0,0,7,0,"1997-10-23 09:42:00","1997-10-23 09:42:00",0,NA,"50 25.572 N","46 22.05 W","DSDP"
"12","111","A",50.4262,-46.3675,NA,199,94,60.6,64.47,105,1,12,0,0,0,12,0,"1997-10-23 09:42:00","1997-10-23 09:42:00",0,NA,"50 25.572 N","46 22.05 W","DSDP"
"12","112","*",54.0167,-46.604,NA,720,201,75.1,37.36,519,11,17,0,0,0,16,1,"1997-10-23 09:42:00","1997-10-23 09:42:00",0,NA,"54 1.002 N","46 36.24 W","DSDP"
"12","112","A",54.0167,-46.604,NA,124,45,32,71.11,79,1,5,0,0,0,5,0,"1997-10-23 09:43:00","1997-10-23 09:43:00",0,NA,"54 1.002 N","46 36.24 W","DSDP"
"12","113","*",56.79,-48.3318,NA,859,76,30.7,40.39,783,12,12,0,0,0,12,0,"1997-10-23 09:43:00","1997-10-23 09:43:00",0,NA,"56 47.4 N","48 19.908 W","DSDP"
"12","114","*",59.9333,-26.8,NA,623,59,45.88,77.76,564,7,9,0,0,0,9,0,"1997-10-23 09:43:00","1997-10-23 09:43:00",0,NA,"59 55.998 N","26 48 W","DSDP"
"12","115","*",58.9067,-21.1167,NA,282,110,11.9,10.82,172,5,10,0,0,0,8,2,"1997-10-23 09:44:00","1997-10-23 09:44:00",0,NA,"58 54.402 N","21 7.002 W","DSDP"
"12","116","*",57.496,-15.9243,NA,842,248,181.91,73.35,594,15,26,0,0,0,25,1,"1997-10-23 09:44:00","1997-10-23 09:44:00",0,NA,"57 29.76 N","15 55.458 W","DSDP"
"12","116","A",57.496,-15.9243,NA,99,99,81.68,82.51,NA,0,11,0,0,0,11,0,"1997-10-23 09:45:00","1997-10-23 09:45:00",0,NA,"57 29.76 N","15 55.458 W","DSDP"
"12","117","*",57.3362,-15.3995,NA,156,20,8.5,42.5,136,3,3,0,0,0,3,0,"1997-10-23 09:46:00","1997-10-23 09:46:00",0,NA,"57 20.172 N","15 23.97 W","DSDP"
"12","117","A",57.3362,-15.3995,NA,313,66,34.5,52.27,247,4,11,0,0,0,11,0,"1997-10-23 09:46:00","1997-10-23 09:46:00",0,NA,"57 20.172 N","15 23.97 W","DSDP"
"12","118","*",45.0442,-9.0105,NA,761,157,51.7,32.93,604,13,21,0,0,0,21,0,"1997-10-23 09:46:00","1997-10-23 09:46:00",0,NA,"45 2.652 N","9 0.63 W","DSDP"
"12","119","*",45.0317,-7.9748,NA,717,368,192.83,52.4,349,14,40,0,0,0,40,0,"1997-10-23 09:47:00","1997-10-23 09:47:00",0,NA,"45 1.902 N","7 58.488 W","DSDP"
"13","120","*",36.6898,-11.4323,NA,253.3,27.6,5.4,19.57,225.7,8,8,0,0,0,8,0,"1997-10-23 09:49:00","1997-10-23 09:49:00",0,NA,"36 41.388 N","11 25.938 W","DSDP"
"13","121","*",36.1608,-4.3738,NA,808.2,193.7,45,23.23,614.5,17,25,0,0,0,24,4,"1997-10-23 09:49:00","1997-10-23 09:49:00",0,NA,"36 9.648 N","4 22.428 W","DSDP"
"13","122","*",40.4478,2.6243,NA,164,32.1,6.4,19.94,131.9,3,7,0,0,0,4,3,"1997-10-23 09:49:00","1997-10-23 09:49:00",0,NA,"40 26.868 N","2 37.458 E","DSDP"
"13","123","*",40.6305,2.8378,NA,398.2,62.2,16,25.72,336,8,7,0,0,0,7,0,"1997-10-23 09:49:00","1997-10-23 09:49:00",0,NA,"40 37.83 N","2 50.268 E","DSDP"
"13","124","*",38.873,4.9948,NA,422.4,72.4,39,53.87,350,7,15,0,0,0,15,0,"1997-10-23 09:50:00","1997-10-23 09:50:00",0,NA,"38 52.38 N","4 59.688 E","DSDP"
"13","125","*",34.6248,20.4293,NA,96.9,96.9,45.65,47.11,NA,0,11,0,0,0,11,0,"1997-10-23 09:50:00","1997-10-23 09:50:00",0,NA,"34 37.488 N","20 25.758 E","DSDP"
"13","125","A",34.6248,20.4293,NA,121,72,16.4,22.78,49,4,9,0,0,0,9,0,"1997-10-23 09:50:00","1997-10-23 09:50:00",0,NA,"34 37.488 N","20 25.758 E","DSDP"
"13","126","*",35.162,21.4272,NA,129.4,30.4,17.9,58.88,99,4,6,0,0,0,6,0,"1997-10-23 09:51:00","1997-10-23 09:51:00",0,NA,"35 9.72 N","21 25.632 E","DSDP"
"13","126","A",35.162,21.4272,NA,0.9,0.9,0.6,66.67,NA,0,1,0,0,0,1,0,"1997-10-23 09:51:00","1997-10-23 09:51:00",0,NA,"35 9.72 N","21 25.632 E","DSDP"
"13","127","*",35.7317,22.4968,NA,443,144,90.7,62.99,299,9,19,0,0,0,19,0,"1997-10-23 09:51:00","1997-10-23 09:51:00",0,NA,"35 43.902 N","22 29.808 E","DSDP"
"13","127","A",35.7317,22.4968,NA,80,31,22.3,71.94,49,3,5,0,0,0,5,0,"1997-10-23 09:52:00","1997-10-23 09:52:00",0,NA,"35 43.902 N","22 29.808 E","DSDP"
"13","127","B",35.7317,22.4968,NA,2,1,0.4,40,1,1,1,0,0,0,1,0,"1997-10-23 09:52:00","1997-10-23 09:52:00",0,NA,"35 43.902 N","22 29.808 E","DSDP"
"13","128","*",35.7097,22.4683,NA,483.5,94.5,69.6,73.65,389,12,11,0,0,0,11,0,"1997-10-23 09:52:00","1997-10-23 09:52:00",0,NA,"35 42.582 N","22 28.098 E","DSDP"
"13","129","*",34.3493,27.082,NA,112,14,2.9,20.71,98,3,4,0,0,0,4,0,"1997-10-23 09:52:00","1997-10-23 09:52:00",0,NA,"34 20.958 N","27 4.92 E","DSDP"
"13","129","A",34.3493,27.082,NA,81,14,1.6,11.43,67,3,3,0,0,0,3,0,"1997-10-23 09:52:00","1997-10-23 09:52:00",0,NA,"34 20.958 N","27 4.92 E","DSDP"
"13","129","B",34.3493,27.082,NA,43,17,1.3,7.65,26,1,4,0,0,0,3,1,"1997-10-23 09:52:00","1997-10-23 09:52:00",0,NA,"34 20.958 N","27 4.92 E","DSDP"
"13","130","*",33.6052,27.8665,NA,191,191,22.7,11.88,NA,0,8,0,0,0,7,1,"1997-10-23 09:52:00","1997-10-23 09:52:00",0,NA,"33 36.312 N","27 51.99 E","DSDP"
"13","130","A",33.6052,27.8665,NA,11,11,1.5,13.64,NA,0,1,0,0,0,1,0,"1997-10-23 09:53:00","1997-10-23 09:53:00",0,NA,"33 36.312 N","27 51.99 E","DSDP"
"13","131","*",33.1065,28.5115,NA,49,9,8,88.89,40,1,1,0,0,0,1,0,"1997-10-23 09:53:00","1997-10-23 09:53:00",0,NA,"33 6.39 N","28 30.69 E","DSDP"
"13","131","A",33.1065,28.5115,NA,272,45,7.8,17.33,227,5,5,0,0,0,5,0,"1997-10-23 09:53:00","1997-10-23 09:53:00",0,NA,"33 6.39 N","28 30.69 E","DSDP"
"13","132","*",40.2617,11.4412,NA,223,214,165.28,77.23,9,1,26,0,0,0,26,0,"1997-10-23 09:53:00","1997-10-23 09:53:00",0,NA,"40 15.702 N","11 26.472 E","DSDP"
"13","133","*",39.1998,7.3355,NA,192,68,6.5,9.56,124,5,8,0,0,0,8,0,"1997-10-23 09:54:00","1997-10-23 09:54:00",0,NA,"39 11.988 N","7 20.13 E","DSDP"
"13","134","*",39.195,7.3042,NA,364,72,22.3,30.97,292,6,10,0,0,0,10,0,"1997-10-23 09:54:00","1997-10-23 09:54:00",0,NA,"39 11.7 N","7 18.252 E","DSDP"
"13","134","A",39.195,7.3042,NA,49,11,1.9,17.27,38,2,2,0,0,0,2,0,"1997-10-23 09:54:00","1997-10-23 09:54:00",0,NA,"39 11.7 N","7 18.252 E","DSDP"
"13","134","B",39.195,7.3042,NA,72,5,0.2,4,67,1,1,0,0,0,1,0,"1997-10-23 09:54:00","1997-10-23 09:54:00",0,NA,"39 11.7 N","7 18.252 E","DSDP"
"13","134","C",39.195,7.3042,NA,128,NA,NA,0,128,1,0,0,0,0,0,0,"2013-02-20","2013-02-20",0,NA,"39 11.7 N","7 18.252 E","DSDP"
"13","134","D",39.195,7.3042,NA,214,15,1.3,8.67,199,2,3,0,0,0,3,0,"1997-10-23 09:54:00","1997-10-23 09:54:00",0,NA,"39 11.7 N","7 18.252 E","DSDP"
"13","134","E",39.195,7.3042,NA,222,16,0.3,1.88,206,2,3,0,0,0,3,0,"1997-10-23 09:54:00","1997-10-23 09:54:00",0,NA,"39 11.7 N","7 18.252 E","DSDP"
"14","135","*",35.3467,-10.4243,NA,57,57,24.7,43.33,NA,0,9,0,0,0,9,0,"1997-10-23 09:54:00","1997-10-23 09:54:00",0,NA,"35 20.802 N","10 25.458 W","DSDP"
"14","136","*",34.1688,-16.3032,NA,208,208,33.95,16.32,NA,0,10,0,0,0,9,1,"1997-10-23 09:54:00","1997-10-23 09:54:00",0,NA,"34 10.128 N","16 18.192 W","DSDP"
"14","137","*",25.9255,-27.0607,NA,136,136,69.2,50.88,NA,0,17,0,0,0,17,0,"1997-10-23 09:55:00","1997-10-23 09:55:00",0,NA,"25 55.53 N","27 3.642 W","DSDP"
"14","138","*",25.9228,-25.5632,NA,54,54,26.9,49.81,NA,0,7,0,0,0,7,0,"1997-10-23 09:55:00","1997-10-23 09:55:00",0,NA,"25 55.368 N","25 33.792 W","DSDP"
"14","139","*",23.519,-18.7043,NA,55,38,19.7,51.84,17,2,5,0,0,0,5,0,"1997-10-23 09:55:00","1997-10-23 09:55:00",0,NA,"23 31.14 N","18 42.258 W","DSDP"
"14","140","*",21.7495,-21.792,NA,53,48,30.7,63.96,5,1,7,0,0,0,7,0,"1997-10-23 09:56:00","1997-10-23 09:56:00",0,NA,"21 44.97 N","21 47.52 W","DSDP"
"14","140","A",21.7495,-21.792,NA,18,18,9.7,53.89,NA,0,2,0,0,0,2,0,"1997-10-23 09:56:00","1997-10-23 09:56:00",0,NA,"21 44.97 N","21 47.52 W","DSDP"
"14","141","*",19.4193,-23.9985,NA,81,81,72.3,89.26,NA,0,10,0,0,0,10,0,"1997-10-23 09:56:00","1997-10-23 09:56:00",0,NA,"19 25.158 N","23 59.91 W","DSDP"
"14","142","*",3.3692,-42.3915,NA,78,78,42.8,54.87,NA,0,10,0,0,0,9,1,"1997-10-23 09:56:00","1997-10-23 09:56:00",0,NA,"3 22.152 N","42 23.49 W","DSDP"
"14","143","*",9.47416666666667,-54.3118333333333,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,"2002-09-27","2002-09-27",0,NA,"9 28.45 N","54 18.71 W","DSDP"
"14","143","A",9.47416666666667,-54.3118333333333,NA,9,9,3,33.33,NA,0,1,0,0,0,1,0,"2002-09-27","2002-09-27",0,NA,"9 28.45 N","54 18.71 W","DSDP"
"14","144","*",9.4538,-54.342,NA,40,40,28,70,NA,0,8,0,0,0,8,0,"1997-10-23 09:57:00","1997-10-23 09:57:00",0,NA,"9 27.228 N","54 20.52 W","DSDP"
"14","144","A",9.4538,-54.342,NA,53,53,28.9,54.53,NA,0,6,0,0,0,6,0,"1997-10-23 09:57:00","1997-10-23 09:57:00",0,NA,"9 27.228 N","54 20.52 W","DSDP"
"14","144","B",9.4538,-54.342,NA,27,27,26.9,99.63,NA,0,3,0,0,0,3,0,"1997-10-23 09:57:00","1997-10-23 09:57:00",0,NA,"9 27.228 N","54 20.52 W","DSDP"
"15","146","*",15.1165,-69.3778,NA,374,370,145.13,39.22,4,1,43,0,0,0,43,0,"1997-10-23 09:57:00","1997-10-23 09:57:00",0,NA,"15 6.99 N","69 22.668 W","DSDP"
"15","146","A",15.1165,-69.3778,NA,21,21,3.7,17.62,NA,0,3,0,0,0,3,0,"1997-10-23 09:58:00","1997-10-23 09:58:00",0,NA,"15 6.99 N","69 22.668 W","DSDP"
"15","147","*",10.708,-65.1747,NA,162,162,119.3,73.64,NA,0,18,0,0,0,18,0,"1997-10-23 09:58:00","1997-10-23 09:58:00",0,NA,"10 42.48 N","65 10.482 W","DSDP"
"15","147","A",10.7113,-65.1742,NA,13,13,6.5,50,NA,0,2,0,0,0,2,0,"1997-10-23 09:59:00","1997-10-23 09:59:00",0,NA,"10 42.678 N","65 10.452 W","DSDP"
"15","147","B",10.7113,-65.1742,NA,115,115,81,70.43,NA,0,12,0,0,0,12,0,"1997-10-23 09:59:00","1997-10-23 09:59:00",0,NA,"10 42.678 N","65 10.452 W","DSDP"
"15","147","C",10.7113,-65.1742,NA,75,57,31.3,54.91,18,2,6,0,0,0,6,0,"1997-10-23 10:00:00","1997-10-23 10:00:00",0,NA,"10 42.678 N","65 10.452 W","DSDP"
"15","148","*",13.4187,-63.7208,NA,272,272,176.3,64.82,NA,0,31,0,0,0,31,0,"1997-10-23 10:00:00","1997-10-23 10:00:00",0,NA,"13 25.122 N","63 43.248 W","DSDP"
"15","149","*",15.1042,-69.3642,NA,390,390,239.35,61.37,NA,0,43,0,0,0,43,0,"1997-10-23 10:01:00","1997-10-23 10:01:00",0,NA,"15 6.252 N","69 21.852 W","DSDP"
"15","150","*",14.5115,-69.3558,NA,99,99,39,39.39,NA,0,12,0,0,0,12,0,"1997-10-23 10:03:00","1997-10-23 10:03:00",0,NA,"14 30.69 N","69 21.348 W","DSDP"
"15","150","A",14.5115,-69.3558,NA,18,18,1,5.56,NA,0,2,0,0,0,2,0,"1997-10-23 10:03:00","1997-10-23 10:03:00",0,NA,"14 30.69 N","69 21.348 W","DSDP"
"15","151","*",15.017,-73.4097,NA,115,115,56.5,49.13,NA,0,15,0,0,0,15,0,"1997-10-23 10:03:00","1997-10-23 10:03:00",0,NA,"15 1.02 N","73 24.582 W","DSDP"
"15","152","*",15.8787,-74.6078,NA,211,211,58.9,27.91,NA,0,24,0,0,0,24,0,"1997-10-23 10:03:00","1997-10-23 10:03:00",0,NA,"15 52.722 N","74 36.468 W","DSDP"
"15","153","*",13.9722,-72.4347,NA,262,262,68.4,26.11,NA,0,20,0,0,0,20,0,"1997-10-23 10:04:00","1997-10-23 10:04:00",0,NA,"13 58.332 N","72 26.082 W","DSDP"
"15","154","*",11.0852,-80.3792,NA,131,131,54.75,41.79,NA,0,14,0,0,0,14,0,"1997-10-23 10:04:00","1997-10-23 10:04:00",0,NA,"11 5.112 N","80 22.752 W","DSDP"
"15","154","A",11.0845,-80.3803,NA,171,171,129.82,75.92,NA,0,18,0,0,0,18,0,"1997-10-23 10:05:00","1997-10-23 10:05:00",0,NA,"11 5.07 N","80 22.818 W","DSDP"
"16","155","*",6.123,-81.0437,NA,970,536,57.84,10.79,434,1,13,0,0,0,12,1,"1997-10-23 10:06:00","1997-10-23 10:06:00",0,NA,"6 7.38 N","81 2.622 W","DSDP"
"16","156","*",-1.68,-85.401,NA,3,3,0.5,16.67,NA,0,1,0,0,0,1,0,"1997-10-23 10:06:00","1997-10-23 10:06:00",0,NA,"1 40.8 S","85 24.06 W","DSDP"
"16","157","*",-1.7617,-85.9028,NA,428,418,267.6,64.02,10,1,48,0,0,0,48,0,"1997-10-23 10:06:00","1997-10-23 10:06:00",0,NA,"1 45.702 S","85 54.168 W","DSDP"
"16","157","A",-1.7617,-85.9028,NA,27,27,19.3,71.48,NA,0,3,0,0,0,3,0,"1997-10-23 10:08:00","1997-10-23 10:08:00",0,NA,"1 45.702 S","85 54.168 W","DSDP"
"16","158","*",6.6227,-85.236,NA,323,323,247.21,76.54,NA,0,36,0,0,0,36,0,"1997-10-23 10:08:00","1997-10-23 10:08:00",0,NA,"6 37.362 N","85 14.16 W","DSDP"
"16","159","*",12.332,-122.2878,NA,109.1,109.1,90.77,83.2,NA,0,15,0,0,0,14,1,"1997-10-23 10:09:00","1997-10-23 10:09:00",0,NA,"12 19.92 N","122 17.268 W","DSDP"
"16","160","*",11.7045,-130.8802,NA,114,114,94.9,83.25,NA,0,14,0,0,0,14,0,"1997-10-23 10:10:00","1997-10-23 10:10:00",0,NA,"11 42.27 N","130 52.812 W","DSDP"
"16","161","*",10.6708,-139.9535,NA,117,117,86.98,74.34,NA,0,13,0,0,0,13,0,"1997-10-23 10:10:00","1997-10-23 10:10:00",0,NA,"10 40.248 N","139 57.21 W","DSDP"
"16","161","A",10.6712,-139.9545,NA,245.1,126.1,87.5,69.39,119,2,16,0,0,0,15,1,"1997-10-23 10:11:00","1997-10-23 10:11:00",0,NA,"10 40.272 N","139 57.27 W","DSDP"
"16","162","*",14.8698,-140.0435,NA,153,153,130.8,85.49,NA,0,17,0,0,0,17,0,"1997-10-23 10:11:00","1997-10-23 10:11:00",0,NA,"14 52.188 N","140 2.61 W","DSDP"
"16","163","*",11.2443,-150.292,NA,243,243,155.14,63.84,NA,0,29,0,0,0,29,0,"1997-10-23 10:12:00","1997-10-23 10:12:00",0,NA,"11 14.658 N","150 17.52 W","DSDP"
"16","163","A",11.2443,-150.292,NA,5,5,4.9,98,NA,0,2,0,0,0,2,0,"1997-10-23 10:13:00","1997-10-23 10:13:00",0,NA,"11 14.658 N","150 17.52 W","DSDP"
"17","164","*",13.2017,-161.5167,NA,260,260,82.6,31.77,NA,0,28,0,0,0,28,0,"1997-10-23 10:13:00","1997-10-23 10:13:00",0,NA,"13 12.102 N","161 31.002 W","DSDP"
"17","165","*",8.1783,-164.86,NA,14,14,7.5,53.57,NA,0,2,0,0,0,2,0,"1997-10-23 10:14:00","1997-10-23 10:14:00",0,NA,"8 10.698 N","164 51.6 W","DSDP"
"17","165","A",8.1783,-164.86,NA,371,371,132.89,35.82,NA,0,27,0,0,0,27,0,"1997-10-23 10:14:00","1997-10-23 10:14:00",0,NA,"8 10.698 N","164 51.6 W","DSDP"
"17","166","*",3.7617,-175.08,NA,237.5,227.5,146.8,64.53,10,2,27,0,0,0,27,0,"1997-10-23 10:15:00","1997-10-23 10:15:00",0,NA,"3 45.702 N","175 4.8 W","DSDP"
"17","166","A",3.7617,-175.08,NA,9,9,6,66.67,NA,0,1,0,0,0,1,0,"1997-10-23 10:16:00","1997-10-23 10:16:00",0,NA,"3 45.702 N","175 4.8 W","DSDP"
"17","167","*",7.0683,-176.825,NA,867,699,301.01,43.06,83,9,78,0,0,0,78,8,"1997-10-23 10:16:00","1997-10-23 10:16:00",0,NA,"7 4.098 N","176 49.5 W","DSDP"
"17","168","*",10.7033,173.5983,NA,38,16,6,37.5,22,4,2,0,0,0,2,0,"1997-10-23 10:18:00","1997-10-23 10:18:00",0,NA,"10 42.198 N","173 35.898 E","DSDP"
